cas_actor1,cas_actor2,cas_actor3,cas_actor4,cas_actor5,cas_actor6,cas_actor7,cas_actor8,cas_actor9,cas_actor10,crew_Director,id
Jane Badler,Jessica Marais,Travis Fimmel,Trilby Glover,Michael Dorman,Tahyna Tozzi,Ben Mendelsohn,Nathaniel Buzolic,John Jarratt,,John V. Soto,49347
Dirk Nowitzki,Holger Geschwinder,Kobe Bryant,Michael Finley,Steve Nash,Jason Kidd,Vince Carter,Mark Cuban,Rick Carlisle,Donnie Nelson,Sebastian Dehnhardt,291343
Jay Harrington,David Beecroft,Carolyn Lowery,Ricco Ross,Ravil Isyanov,Jeff Nuttall,George Stanchev,Martin McDougall,,,John Eyres,41656
Juno Temple,Evan Peters,Kevin Alejandro,Meaghan Jette Martin,Jason Beghe,Christine Lahti,Ariel Winter,William Peltz,Don Stark,,Tony Aloupis,296025
,,,,,,,,,,Peter Svatek,53310
Samuel L. Jackson,Sam Rockwell,Halle Berry,Tommy Davidson,Anne-Marie Johnson,Denis Leary,,,,,Kevin Hooks,45147
,,,,,,,,,,Jimmy Wang Yu,62762
,,,,,,,,,,Peter Andrikidis,44135
,,,,,,,,,,James Franco,287636
,,,,,,,,,,Clarence Brown,117435
,,,,,,,,,,Antoine de Caunes,5881
,,,,,,,,,,Raoul Walsh,55240
,,,,,,,,,,Val Guest,4893
Eli Roth,John Carpenter,George A. Romero,Takashi Shimizu,Jen Soska,Sylvia Soska,David Hackl,Rodrigo Gudiño,Joe Begos,Tal Zimerman,Rob Lindsay,291540
Portia de Rossi,Lucy Fry,Angus Sampson,Robbie Magasiva,David Field,Eddie Baroo,Erik Thomson,,,,Wayne Hope,228294
,,,,,,,,,,Mikio Naruse,111398
Anthony LaPaglia,Oscar Isaac,Nathan Phillips,Damon Gameau,Nick Farnell,Mark Leonard Winter,Gyton Grantley,Katherine Slattery,Serge Balaam,Bea Viegas,Robert Connolly,31686
,,,,,,,,,,Ruggero Deodato,30879
,,,,,,,,,,Ruggero Deodato,81772
,,,,,,,,,,Arturo Menéndez,314443
,,,,,,,,,,Audrey Cummings,298653
Jakob Eklund,Joel Kinnaman,Jens Hultén,Anastasios Soulis,Mikael Tornving,Meliz Karlge,,,,,Anders Nilsson,135659
Luke Perry,Olivia d'Abo,Polly Shannon,Dan Cortese,David Hewlett,Dorian Harewood,Robert Dodds,Matthew Warry-Smith,Victor Clifford,Sonya Williams,Lewis Teague,71147
,,,,,,,,,,Mikkel Nørgaard,254201
,,,,,,,,,,Tatia Pilieva,365491
Nathalia Dill,Luca Bianchi,Lívia de Bueno,Bernardo Melo Barreto,,,,,,,Marcos Prado,113329
Gianna Maria Canale,Carlo D'Angelo,Dario Michaelis,Paul Müller,Wandisa Guida,Angelo Galassi,Renato Tontini,Charles Fawcett,,,Riccardo Freda,28061
,,,,,,,,,,Mario Bava,88266
Daniela Giordano,Brett Halsey,Dick Randall,Valeria Sabel,Michael Hinz,Rainer Basedow,Brigitte Skay,,,,Mario Bava,5484
Telly Savalas,Elke Sommer,Robert Alda,Sylva Koscina,Alida Valli,Gabriele Tinti,Espartaco Santoni,,,,Alfredo Leone,262871
Cameron Mitchell,Fausto Tozzi,Giacomo Rossi-Stuart,Amedeo Trilli,Renato Terra,Sergio Cortona,,,,,Mario Bava,66087
Ken Clark,Piero Lulli,Yvonne Bastien,Renato Rossini,Alfonso Rojas,Antonio Gradoli,Francisco Sanz,Livio Lorenzon,Frank Braña,,Antonio Román,129627
Ken Clark,Jany Clair,Michel Lemoine,Adreina Paul,Alberto Cevenini,Antonio Gradoli,Gustavo De Nardo,Gérard Herter,,,Mario Bava,117567
Jean-Louis Trintignant,Lino Capolicchio,Tony Musante,Florinda Bolkan,Annie Girardot,Helmut Berger,,,,,Giuseppe Patroni Griffi,113782
,,,,,,,,,,Jay Roach,294016
Maurice Chevalier,Eleanor Parker,Jayne Mansfield,Mike Connors,Akim Tamiroff,Carlo Croccolo,Vincent Barbi,,,,George Sherman,324178
Franco Franchi,Ciccio Ingrassia,Gloria Paul,George Hilton,Ignazio Spalla,Mimmo Palmara,Umberto D'Orsi,Orchidea de Santis,,,Giuliano Carnimeo,121329
George Hilton,Walter Barnes,Horst Frank,Loni von Friedl,Carlo Alighiero,Giorgio Sammartino,Rudolf Schündler,,,,Giuliano Carnimeo,96368
,,,,,,,,,,Giuliano Carnimeo,129847
,,,,,,,,,,Giuliano Carnimeo,129851
George Hilton,Lincoln Tate,Agata Flori,Raymond Bussières,Umberto D'Orsi,Michael Hinz,Aldo Barberito,Roberto Camardiel,Paolo Gozlino,Riccardo Garrone,Giuliano Carnimeo,156988
George Hilton,Edwige Fenech,Manuel Zarzo,Salvatore Borghese,Chris Avram,Cris Huerta,,,,,Giuliano Carnimeo,156995
George Hilton,Cris Huerta,Ida Galli,Salvatore Borghese,Umberto D'Orsi,Rosalba Neri,Alfio Caltabiano,Nello Pazzafini,Dante Cleri,,Giuliano Carnimeo,146970
George Hilton,Chris Huerta,Antonio Monselesan,Memmo Carotenuto,Nello Pazzafini,Enzo Maggio,Dante Maggio,,,,Giuliano Carnimeo,157724
,,,,,,,,,,Giuliano Carnimeo,179178
,,,,,,,,,,Giuliano Carnimeo,115042
Katie Maguire,Catherine A. Callahan,Marie Maser,Kayla Lian,Mike Giannelli,Sydney Freihofer,Cole Mathewson,Marissa Wolf,Minna Taylor,Robyn Kerr,Damien Leone,231001
James Franciscus,Steve Railsback,Edward Albert,Robert Vaughn,,,,,,,Veljko Bulajić,341201
,,,,,,,,,,Alvin Rakoff,140648
Anthony Quinn,Jacqueline Bisset,Raf Vallone,Edward Albert,James Franciscus,Joss Ackland,,,,,J. Lee Thompson,57578
Kenneth More,Cecil Parker,Dennis Price,,,,,,,,Alvin Rakoff,77860
Shinya Tsukamoto,Takahiro Murase,Takahiro Kandaka,Masato Tsujioka,Mao Saito,Kaori Fujii,,,,,Shinya Tsukamoto,26040
,,,,,,,,,,Alan Metter,56195
,,,,,,,,,,Craig Shapiro,34729
,,,,,,,,,,Craig Shapiro,44899
Sunil Shetty,Govinda,Akshaye Khanna,Urmila Matondkar,Christopher Lloyd,Cary Elwes,Tom Kenny,Jane Lynch,Vanessa Williams,Tara Strong,Nikhil Advani,51485
,,,,,,,,,,,18017
Tuomas Kela,,,,,,,,,,Heikki Häkkinen,353148
,,,,,,,,,,Henrik Stockare,277541
Zabou Breitman,Pascal Elbé,Jacques Gamblin,Sylvie Testud,Éric Caravaca,Kevin Elarbi,Olivier Sitruk,,,,Alexandre Arcady,238781
,,,,,,,,,,Fritz Mitchell,247720
Jim Caviezel,Claudia Karvan,Robert Taylor,John Brumpton,Roger Ward,,,,,,Jamie Blanks,20323
Zhou Xun,Glen Chin,Wong Yau-Nam,Ho Sai-Man,Leung Sze-Ping,Debbie Tam Kit-Man,Wan Kam-Li,Wu Wai-Man,Koo Jun-Na,Fong Wai-Hung,Fruit Chan,60278
,,,,,,,,,,Xavier Giannoli,352157
Alex Karpovsky,Jaime Ray Newman,Dennis Staroselsky,Amanda Good Hennessey,,,,,,,Alex Karpovsky,111170
,,,,,,,,,,David Flores,17038
,,,,,,,,,,Griff Furst,44037
,,,,,,,,,,Don Michael Paul,135309
Mario Carotenuto,Marisa Merlini,Andrea Checchi,Gina Rovere,Gino Bramieri,Aroldo Tieri,,,,,Lucio Fulci,79506
Franco Franchi,Ciccio Ingrassia,Alighiero Noschese,Rosalba Neri,Aldo Giuffrè,Maria Teresa Vianello,Nino Terzo,Aldo Bufi Landi,,,Lucio Fulci,107081
Adriano Celentano,Claudia Mori,Donatella Turri,Luigi Pavese,,,,,,,Lucio Fulci,81654
Franco Nero,George Hilton,Giuseppe Addobbati,Nino Castelnuovo,Linda Sini,Tom Felleghy,Franco Morici,Rina Franchetti,Tchang Yu,Aysanoa Runachagua,Lucio Fulci,40141
,,,,,,,,,,Lucio Fulci,30552
Brett Halsey,Corinne Cléry,Blanca Marsillach,Stefano Madia,Paula Molina,Bernard Seray,Lucio Fulci,,,,Lucio Fulci,30872
,,,,,,,,,,Lucio Fulci,40461
Claudio Aliotti,Maria Concetta Salieri,Robert Egon,Jessica Moore,Teresa Razzaudi,Sebastian Harrison,Joseph Alan Johnson,Al Cliver,Zora Kerova,,Lucio Fulci,47453
,,,,,,,,,,Lucio Fulci,40145
Brett Halsey,Zora Kerova,Al Cliver,Sacha Darwin,Ria De Simone,Marco Di Stefano,Maurice Poli,,,,Lucio Fulci,28848
Jennifer O'Neill,Gabriele Ferzetti,Marc Porel,Ida Galli,Gianni Garko,Jenny Tamburi,Fabrizio Jovine,Bruno Corazzari,Fausta Avelli,,Lucio Fulci,27703
,,,,,,,,,,Lucio Fulci,42326
Brett Halsey,Meg Register,Lino Salemme,Christina Englehardt,Pascal Druant,Carla Cassola,Michael Aronin,Al Cliver,Paola Cozzo,Lucio Fulci,Lucio Fulci,28847
,,,,,,,,,,Ryuichi Hiroki,287493
,,,,,,,,,,Kazuyoshi Kumakiri ,273096
,,,,,,,,,,Ted Post,217085
Rocco Papaleo,Valeria Bruni Tedeschi,Sergio Castellitto,,,,,,,,Daniele Ciprì,293476
Tim Abell,William Mendieta,Mapi Galán,Nicholas Kadi,Scott Cleverdon,Michael Desante,,,,,W.D. Hogan,31973
Antti Reini,Pelle Heikkilä,Ville Jankeri,Jari Virman,,,,,,,Teemu Nikki,339077
,,,,,,,,,,Riccardo Freda,280957
,,,,,,,,,,Riccardo Freda,157174
Kirk Morris,Hélène Chanel,Vira Silenti,Andrea Bosic,Charles Fawcett,John Karlsen,Angelo Zanolli,Gina Mascetti,Antonella Della Porta,,Riccardo Freda,76833
,,,,,,,,,,Riccardo Freda,133941
Gino Cervi,Valentina Cortese,Hans Hinrich,Luigi Pavese,Jone Romano,Aldo Nicodemi,Delia Orman,Marcello Mastroianni,,,Riccardo Freda,4419
George Eastman,Luciano Rossi,Liana Orfei,Mimmo Maggio,,,,,,,Massimo Pupillo,135385
,,,,,,,,,,Gianfranco Parolini,296491
Paul Hubschmid,Fiorella Mari,Madeleine Fischer,Ivo Garrani,Dario Michaelis,Peter Meersman,Jean-Jacques Delbo,Massimo Zeppieri,Sam Galter,Annie Bernal,Paolo Heusch,70864
Barbara Lass,Carl Schell,Curt Lowens,Maurice Marsac,Luciano Pigozzi,Michela Roc,John Karlsen,,,,Paolo Heusch,44444
Kelly Bohanon,Kevin Hearst,Caroline Hildebrand,Keith Carradine,Dale Hopkins,Fred Seagraves,,,,,Peter Fonda,74836
Drew Pinksy,Gloria Allred,Lynn Toler,Laura Wasser,Mark Byron,Steve Hitner,Ulf Carlsson,Alexandra Borg,,,Joe Sorge,241070
,,,,,,,,,,Yann Samuell,74944
Laetitia Casta,Guillaume Canet,Jean Texier,Ilona Bachelier,Clément Godefroy,François Morel,Kad Merad,Gérard Jugnot,Marie Bunel,,Christophe Barratier,74945
Daveigh Chase,Rick Roberts,Sydney Penny,Melanie Scrofano,Allison Brennan,Brianna Barnes,Zack Peladeau,Rob Stewart,Scott Gibson,Andrew Moodie,Anthony Lefresne,335872
,,,,,,,,,,Monika Mitchell,366045
Natalia Dyer,Peter Vack,Julia Garner,Amy Seimetz,Toni Meyerhoff,Johnny Sequoyah,,,,,Leah Meyerhoff,253257
Lily Rabe,Jason Butler Harner,Isaac C. Singleton Jr.,Jim Cody Williams,Fiona Dourif,Don McManus,Karen Black,Skyler Brigmann,,,Christopher Munch,81644
Paul McCartney,John Lennon,George Harrison,Ringo Starr,,,,,,,Joel Gilbert,56663
Jacqueline Bisset,Alexandra Schepisi,Cameron Daddo,Jerome Ehlers,Suzi Dougherty,William Gluth,Sullivan Stapleton,Grant Piro,Catherine Hill,Gerald Lepkowski,Scott Hartford-Davis,268788
Tom Sizemore,Steven Bauer,Gary Dourdan,Malik Barnhardt,Avelawance Phillips,,,,,,Kader Ayd,222581
,,,,,,,,,,Patrick Wang,318914
Huie Rogers,,,,,,,,,,Werner Herzog,113255
Werner Herzog,,,,,,,,,,Werner Herzog,36880
Werner Herzog,Reinhold Messner,,,,,,,,,Werner Herzog,139945
Mario Van Peebles,Carl Weathers,Johanna Watts,Nikki McCauley,Devin McGee,Mandela Van Peebles,Chris Hayes,,,,Thunder Levin,97632
David Richmond-Peck,Michael Eklund,Michelle Harrison,Bernadette Saquibal,Richard Harmon,,,,,,Merlin Dervisevic,258075
Aldo Baglio,Giovanni Storti,Giacomo Poretti,Giuliana Lojodice,Francesca Neri,Sara D'Amario,Massimo Popolizio,Rosalia Porcaro,Guadalupe Lancho,,Giovanni Storti,310126
,,,,,,,,,,Alan Clarke,37055
,,,,,,,,,,David Steinmetz,107596
,,,,,,,,,,Jason Eisener,79329
Wu Jing,Nan Yu,Ni Dahong,Scott Adkins,Shi Zhao-Qi,Zhou Xiao-Ou,Kevin Lee,Kyle Shapiro,,,Wu Jing,335462
,,,,,,,,,,Shan Nicholson,342786
Lou Ferrigno,Sybil Danning,Brad Harris,Dan Vadis,Carla Ferrigno,Barbara Pesante,,,,,Claudio Fragasso,110261
,,,,,,,,,,Bruno Mattei,45233
,,,,,,,,,,Claudio Fragasso,83223
Reb Brown,Christopher Connelly,Louise Kamsteeg,Luciano Pigozzi,Alex Vitale,Karen Lopez,,,,,Bruno Mattei,86251
Christopher Ahrens,Haven Tyler,Mark Steinborn,Fausto Lombardi,Geretta Geretta,Clive Riche,,,,,Bruno Mattei,66664
David Luther,George Barnes Jr.,Scott Silveria,Kirsten Urso,Richard Dew,Sky Palma,Norma J. Nesheim,Larry Zience,Jay Colligan,,Bruno Mattei,84060
Yvette Yzon,Alvin Anson,Paul Holmes,James Gregory Paolleli,B.B. Johnson,Dyane Craystan,Gerhard Acao,Mike Vergel,Bruno Mattei,Jim Gaines,Bruno Mattei,105989
Claudio Morales,Lou Randall,Cindy Jelic Matic,Ydalia Suarez,Silvio Jimenez,Sanit Larrauri,Kenny Krall,,,,Bruno Mattei,35953
Crista Free,Esther Moser,Mimmo Poli,,,,,,,,Bruno Mattei,105866
Franca Stoppi,Carlo De Mejo,Andrea Aureli,Susan Forget,Franco Garofalo,Paola Montenero,Francesca Carmeno,,,,Bruno Mattei,124393
Franca Parisi,Franco Ricci,Maria Kiriakis,Peter Hunter,Roland Bryan,,,,,,Bruno Mattei,158598
,,,,,,,,,,Bruno Mattei,40084
,,,,,,,,,,Peter Landesman,321741
,,,,,,,,,,Keith Arem,321039
Jennifer O'Neill,Robert Forster,Ron Palillo,Sydney Lassick,William Windom,Richard Alan,Greg Latter,Lynne White,Aletta Bezuidenhout,Denis Smith,William A. Levey,148451
,,,,,,,,,,Helmut Käutner,267389
Hardy Krüger,Stanley Baker,Micheline Presle,John Van Eyssen,Gordon Jackson,Robert Flemyng,Jack MacGowran,Redmond Phillips,George Roubicek,Lee Montague,Joseph Losey,37216
,,,,,,,,,,Alessandro Blasetti,139609
,,,,,,,,,,Juan Antonio Bardem,198820
Louis Seigner,Michael Lonsdale,Claude Piéplu,Pierre Dux,Heinz Bennent,Michel Galabru,,,,,Costa-Gavras,79921
,,,,,,,,,,Dick Clement,85442
Elton John,,,,,,,,,,Ian La Frenais,213556
Sarah Lind,Devon Sawa,Gina Holden,Peter MacNeill,Tom McLaren,Daina Leitold,Julia Arkos,Bradley Sawatzky,Samantha Kendrick,,Steven R. Monroe,353345
,,,,,,,,,,Marin Karmitz,114184
Jean-Paul Giquel,Juliet Berto,Dominique Labourier,Jean-Pierre Melec,André Julien,,,,,,Marin Karmitz,68756
Tim Roth,Sam Neill,Thomas Kretschmann,Gérard Depardieu,Jemima West,Karina Lombard,Fisher Stevens,Benedict Freitag,Jonathan Louis,,Frédéric Auburtin,271331
Navin Nischol,Sarika,,,,,,,,,Tulsi Ramsay,315256
Kim Myung-min,Han Ji-min,Oh Dal-su,Jeong In-gi,Woo Hyeon,Kim Tae-hoon,Ye Soo-Jung,Nam Sung-jin,Lee Jae-yong,,Kim Suk-Yoon,64931
Suthep Po-ngam,Somchai Kemglad,,,,,,,,,Yuthlert Sippapak,18492
,,,,,,,,,,Kankuro Kudo,27875
Takeshi Kaneshiro,Nicky Wu,Charlie Yeung,Wong Yat-Fei,Yip Chuen-Chan,,,,,,Chu Yen-ping,125148
,,,,,,,,,,Steve Martino,227973
,,,,,,,,,,Ranjith Sankar,278393
,,,,,,,,,,Sathyan Anthikad,134477
,,,,,,,,,,Henry Lehrman,53368
,,,,,,,,,,Christoph Hochhäusler,297023
Chow Yun-fat,Cherie Chung,Danny Chan Bak-Keung,Gigi Wong Suk-Yee,Wu Fu-Sheng,Man Huang,,,,,Mabel Cheung,64015
,,,,,,,,,,Gunnar Hellström,363157
Daniel Bernhardt,Ivan Ivanov,Lisa Stothard,Stefanos Miltsakakis,Jeff Moldovan,Michael Krawic,Derek McGrath,,,,Elvis Restaino,36693
Sterling Hayden,Shelley Winters,Susan Sarandon,Judd Hirsch,Eric Roberts,Brooke Shields,Annette O'Toole,Annie Potts,Alice Drummond,,Frank Pierson,20863
,,,,,,,,,,Jose Prendes,120478
,,,,,,,,,,Doris Dörrie,8556
Steve Berg,Kyle Davis,Erin Cahill,Jon Gries,Devin McGinn,Taylor Bateman,Carol Call,Mike Flynn,,,Devin McGinn,224815
Norma Talmadge,Tully Marshall,Marguerite Marsh,F.A. Turner,Howard Gaye,John E. Brennan,Paul Le Blanc,Monte Blue,William Courtright,,Chester Withey,118576
Viola Dana,Robert Conness,Tom Blake,Nellie Grant,Robert Walker,William Wadsworth,James Harris,Hubert Dawley,Warren Cook,Brad Sutton,John H. Collins,118580
Stefano Accorsi,Violante Placido,Alessandro Zamattio,,,,,,,,Enza Negroni,56332
Giampaolo Morelli,Alessandro Roja,Serena Rossi,Carlo Buccirosso,Peppe Servillo,Paolo Sassanelli,,,,,Antonio Manetti,236368
Shiri Appleby,Nick Zano,Alexandra Holden,Orlando Seale,Will Friedle,Edie McClurg,K.C. Clyde,Britani Bateman,,,Ryan Little,21753
,,,,,,,,,,Tomas Villum Jensen,33446
Dean Martin,Jerry Lewis,Janet Leigh,Edward Arnold,Fred Clark,Sheree North,Sig Ruman,,,,Norman Taurog,39016
,,,,,,,,,,Dana Nachman,320061
,,,,,,,,,,Alfred E. Green,37615
,,,,,,,,,,Mark Zakharov,27939
Nodar Mgaloblishvili,Aleksandr Abdulov,Semyon Farada,Leonid Bronevoy,Tatyana Pelttser,Elena Valyushkina,Aleksandr Mikhaylov,Aleksandra Zakharova,Elena Aminova,Nikolai Skorobogatov,Mark Zakharov,27940
,,,,,,,,,,Larry Yust,87897
,,,,,,,,,,Vitaly Melnikov,208783
Vyacheslav Muratov,Nikolai Kryukov,Mikhail Gluzskiy,Aliaga Agayev,Mukhlis Dzhanni-zade,,,,,,Nikita Kurikhin,211928
,,,,,,,,,,Georgi Yungvald-Khilkevich,64042
,,,,,,,,,,Yegor Konchalovsky,41955
,,,,,,,,,,Sergio Corbucci,38362
Valentin Gaft,Nikolai Karachentsov,Ernst Romanov,Armen Dzhigarkhanyan,,,,,,,Nikolai Rasheyev ,68192
,,,,,,,,,,Igor Maslennikov,263823
Georgi Taratorkin,Sergei Yursky,Valeriy Zolotukhin,Leonid Kuravlyov,Nikolay Burlyaev,Natalya Belokhvostikova,Vladimir Vysotskiy,Innokentiy Smoktunovskiy,Aleksandr Trofimov,,Mikhail Shvejtser,139579
Mark Kassen,Ara Celi,Adam Biesk,Vincent Ventresca,Michael Kagan,Brenda Pickleman,Leeza Davidson,,,,Boaz Davidson,56007
,,,,,,,,,,Georgi Natanson,279543
Evgeni Leonov,Natalya Yegorova,Nikolai Karachentsov,Mikhail Boyarskiy,Svetlana Kryuchkova,Vladimir Izotov,,,,,Vitali Melnikov,65107
Marion Cotillard,,,,,,,,,,Jean-Jacques Mantello,33627
Natalya Gundareva,Viktor Proskurin,Oleg Efremov,Igor Yasulovich,Valentin Smirnitskiy,Yevgeni Lazarev,Valentina Titova,,,,Yuri Yegorov,65264
,,,,,,,,,,Alla Surikova,45227
Vasiliy Livanov,Borislav Brondukov,Vitali Solomin,Rina Zelyonaya,,,,,,,Igor Maslennikov,84254
Yanina Zhejmo,Aleksei Konsovsky,Faina Ranevskaya,Erast Garin,Vasiliy Merkurev,Sergei Filippov,,,,,Mikhail Shapiro,42651
Bolot Beyshenaliev,Natalya Arinbasarova,Idris Nogajbayev,Darkul Kuyukova,Kirey Zharkimbayev,Asanbek Kydyrnazarov,Sovetbek Dzhumadylov,Iskender Ryskulov,Medel Maniyazov,,Andrei Konchalovsky,48676
,,,,,,,,,,Stanislav Rostotsky,94696
Наталия Трубникова,Николай Еременко мл.,Людмила Власова,Александр Годунов,Lyubov Polishchuk,Vladimir Zeldin,,,,,Leonid Kvinikhidze,65089
,,,,,,,,,,Georgiy Daneliya,27925
,,,,,,,,,,Naum Birman,65123
Tony Kendall,Giuliano Gemma,Aurore Clément,Ettore Manni,Luciano Catenacci,William Berger,,,,,Giuliano Montaldo,100888
Ivan Koval-Samborsky,Ivan Shtraukh,Ada Vojtsik,,,,,,,,Yakov Protazanov,262806
,,,,,,,,,,Sam Garbarski,62871
,,,,,,,,,,Svetlana Druzhinina,63536
Viktor Kosykh,Vasili Vasilyev,Mikhail Metyolkin,Valentina Kurdyukova,Efim Kopelyan,Boris Sichkin,Savely Kramarov,Inna Churikova,Lev Sverdlin,Ivan Savkin,Edmond Keosayan,41979
,,,,,,,,,,Brett Piper,31647
,,,,,,,,,,Dick Richards,72574
,,,,,,,,,,Lee Kyoo-Man,72066
Ankush Choudhary,Sachit Patil,Sushant Shelar,Sonalee Kulkarni,,,,,,,Aditya Sarpotdar,322039
Subodh Bhave,Priya Bapat,Chinmay Mandlekar,,,,,,,,Om Raut,315226
Sumeet Raghvan,,,,,,,,,,,355636
Shreyas Talpade,,,,,,,,,,,347331
Ritesh Deshmukh,Sharad Kelkar,Radhika Apte,Tanvi Azmi,Salman Khan,Aaditi Pohankar,,,,,,304274
,,,,,,,,,,,313653
Dilip Prabhavalkar,Hrishikesh Joshi,Aniket Vishwasrao,Pooja Sawant,,,,,,,Samir Patil,289781
,,,,,,,,,,,237214
Atul Kulkarni,Sagarika Ghatge,Rohini Hattangadi,Satish Rajwade,Sulekha Talwalkar,,,,,,Satish Rajwade,191112
,,,,,,,,,,Sameer Vidwans,254725
Makarand Anaspure,Sonali Kulkarni,Ramdas Padhye,Adinath Kothare,Sai Tamhankar,Dilip Prabhavalkar,Mahesh Kothare,Raghavendra Kadkol,Vijay Chavan,,Mahesh Kothare,304134
Sachin Khedekar,Mrinal Kulkarni,Pallavi Joshi,Sunil Barve,Suhas Joshi,Mohan Agashe,Smita Talvalkar,,,,,252431
,,,,,,,,,,,100783
Bharat Jadhav,Siddharth Jadhav,Sachin Khedekar,Saksham Kulkarni,Mahesh Manjrekar,Kranti Redkar,Gauri Vaidya,,,,Mahesh Manjrekar,114564
Bharat Jadhav,Sonalee Kulkarni,,,,,,,,,,224714
Makarand Anaspure,Trupti Bhoir,Usha Nadkarni,Chitra Navathe,Tejaswi Patil,,,,,,Satish Motling,337456
Pushkar Shotri,Rajesh Shrungarpure,Santosh Juvekar,Sidharth Chandekar,Sachit Patil,Chinmay Mandlekar,Tejashree Pradhan,Neha Joshi,Shubhangi Gokhale,Ujwala Jog,Avadhoot Gupte,77745
,,,,,,,,,,,306391
,,,,,,,,,,,306406
Atul Kulkarni,Bharati Achrekar,Mohan Agashe,Dipak Alegaokar,,,,,,,Umesh Vinayak Kulkarni,30065
,,,,,,,,,,,310458
,,,,,,,,,,,312597
,,,,,,,,,,,306411
Sandeep Kulkarni,Shilpa Tulaskar,Sandesh Jadhav,,,,,,,,Nishikant Kamat,227600
Laxmikant Berde,Ashwini Bhave,Mahesh Kothare,Deepak Shirke,,,,,,,Mahesh Kothare,302472
Ashok Saraf,Sachin,Laxmikant Berde,Siddharth Ray,Supriya Pilgaonkar,Ashwini Bhave,Priya Arun,Nivedita Joshi Saraf,Viju Khote,Sudhir Joshi,Sachin,302435
,,,,,,,,,,Jyoti Swaroop,20622
Rajesh Khanna,Nanda,Bindu,Madan Puri,,,,,,,Yash Chopra,166874
,,,,,,,,,,Raj Kapoor,21466
Rajesh Khanna,Tanuja,David Abraham Cheulkar,Sujit Kumar,K.N. Singh,Madan Puri,Mehmood Jr.,,,,M.A. Thirumugham,304701
Amitabh Bachchan,Moushumi Chatterjee,Satyendra Kapoor,Madan Puri,Iftekhar,Dhumal,Shubha Khote,Jagdish Raj,,,Narendra Bedi,159365
,,,,,,,,,,Ravikant Nagaich,303966
,,,,,,,,,,Basu Chatterjee,44059
,,,,,,,,,,Rajkumar Kohli,241174
Ashok Kumar,Rekha,Aradhana,Dina Pathak,Rakesh Roshan,,,,,,Hrishikesh Mukherjee,60730
Rajesh Khanna,Poonam Dhillon,Aruna Irani,Om Shivpuri,,,,,,,P. Bharathiraja,366120
Navin Nischol,Vidya Sinha,Om Shivpuri,Prem Chopra,,,,,,,Tulsi Ramsay,353813
,,,,,,,,,,Hrishikesh Mukherjee,84693
,,,,,,,,,,Kundan Shah,25499
Naseeruddin Shah,Shabana Azmi,Urmila Matondkar,Tanuja,Jugal Hansraj,Aradhana,Saeed Jaffrey,,,,Shekhar Kapur,21462
Sanjeev Kumar,Shammi Kapoor,Jackie Shroff,Meenakshi Sheshadri,Amrish Puri,,,,,,Subhash Ghai,62803
Amol Palekar,Parveen Babi,Farooq Shaikh,Deepti Naval,Utpal Dutt,,,,,,Hrishikesh Mukherjee,54256
,,,,,,,,,,Tulsi Ramsay,122895
Amol Palekar,Naseeruddin Shah,Shabana Azmi,Soni Razdan,Sushma Seth,Pankaj Kapur,,,,,Vidhu Vinod Chopra,188719
Sunny Deol,Dimple Kapadia,Anupam Kher,Prem Chopra,Paresh Rawal,Supriya Pathak,A.K. Hangal,Shafi Inamdar,Goga Kapoor,Annu Kapoor,Rahul Rawail,96112
,,,,,,,,,,Basu Chatterjee,96159
Shekhar Suman,Padmini Kolhapure,Richa Sharma,,,,,,,,,252073
Dilip Kumar,Naseeruddin Shah,Jackie Shroff,Anil Kapoor,Anupam Kher,Sridevi Kapoor,Poonam Dhillon,,,,Subhash Ghai,170845
Hemant Birje,Puneet Issar,Arti Gupta,Trilok Kapoor,Rana Jung Bahadur,Huma Khan,,,,,Tulsi Ramsay,228650
,,,,,,,,,,Shekhar Kapur,41903
Anil Kapoor,Madhuri Dixit,Anupam Kher,Chunky Pandey,Kiran Kumar,,,,,,N. Chandra,61271
Naseeruddin Shah,Poonam Dhillon,Aditya Pancholi,,,,,,,,,54656
Hemant Birje,Jasmin,Sahila Chaddha,Kulbhushan Kharbanda,Satish Shah,Vijayendra Ghatge,Gulshan Grover,Rama Vij,Rajesh Vivek,,Tulsi Ramsay,98122
,,,,,,,,,,Sooraj R. Barjatya,27624
Hashmat Khan,Raza Murad,Aruna Irani,Manjeet Kullar,Kunika,Satish Kaul,Anita Sareen,Anirudh Agarwal,Vijayendra Ghatge,,Tulsi Ramsay,153170
,,,,,,,,,,Kiran Ramsay,301671
Sanjay Dutt,Salman Khan,Madhuri Dixit,Laxmikant Berde,Kader Khan,Reema Lagoo,Pankaj Udhas,,,,Lawrence D'Souza,107745
Jackie Shroff,Madhuri Dixit,Javed Jaffrey,Laxmikant Berde,Moon Moon Sen,,,,,,Partho Ghosh,55627
Ajay Devgn,Madhoo,Amrish Puri,Raza Murad,Goga Kapoor,Satyendra Kapoor,Aruna Irani,Jagdeep,Anjana Mumtaz,,Kuku Kohli,230437
Ajay Devgn,Karisma Kapoor,Arjun,Ishrat Ali,Salim Khan,Gulshan Grover,Aruna Irani,Paresh Rawal,Shashi Kiran,Ajit,,118809
,,,,,,,,,,Mansoor Khan,33202
